0.006667	50.000000	-0.153298
0.013333	50.000000	0.214617
0.020000	50.000000	1.246821
0.026667	50.000000	2.718477
0.033333	50.000000	4.568269
0.040000	50.000000	6.765534
0.046667	50.000000	9.044559
0.053333	50.000000	11.548419
0.060000	50.000000	14.205578
0.066667	50.000000	16.760538
0.073333	50.000000	19.223520
0.080000	50.000000	21.574083
0.086667	50.000000	23.720248
0.093333	50.000000	25.753997
0.100000	50.000000	27.665107
0.106667	50.000000	29.392261
0.113333	50.000000	31.017214
0.120000	50.000000	32.539971
0.126667	50.000000	33.858330
0.133333	50.000000	35.105151
0.140000	50.000000	36.259992
0.146667	50.000000	37.281976
0.153333	50.000000	38.222203
0.160000	50.000000	39.111330
0.166667	50.000000	39.888035
0.173333	50.000000	40.613644
0.180000	50.000000	41.277934
0.186667	50.000000	41.870685
0.193333	50.000000	42.422558
0.200000	50.000000	42.943769
0.206667	50.000000	43.383220
0.213333	50.000000	43.792014
0.220000	50.000000	44.170150
0.226667	50.000000	44.497183
0.233333	50.000000	44.793559
0.240000	50.000000	45.059274
0.246667	50.000000	45.304553
0.253333	50.000000	45.519167
0.260000	50.000000	45.733786
0.266667	50.000000	45.917743
0.273333	50.000000	46.081258
0.280000	50.000000	46.244776
0.286667	50.000000	46.500273
0.293333	50.000000	46.857966
0.300000	50.000000	47.236099
0.306667	50.000000	47.522257
0.313333	50.000000	47.736872
0.320000	50.000000	47.900390
0.326667	50.000000	48.012808
0.333333	50.000000	48.104787
0.340000	50.000000	48.155887
0.346666	50.000000	48.186547
0.353333	50.000000	48.227426
0.360000	50.000000	48.390944
0.366666	50.000000	48.625998
0.373333	50.000000	48.871274
0.380000	50.000000	49.034792
0.386666	50.000000	49.126771
0.393333	50.000000	49.167649
0.400000	50.000000	49.167649
0.406666	50.000000	49.167649
0.413333	50.000000	49.167649
0.420000	50.000000	49.167649
0.426666	50.000000	49.167649
0.433333	50.000000	49.167649
0.440000	50.000000	49.167649
0.446666	50.000000	49.167649
0.453333	50.000000	49.167649
0.460000	50.000000	49.167649
0.466666	50.000000	49.167649
0.473333	50.000000	49.167649
0.480000	50.000000	49.167649
0.486666	50.000000	49.167649
0.493333	50.000000	49.167649
0.500000	50.000000	49.167649
0.506666	50.000000	49.167649
0.513333	-50.000000	49.167649
0.520000	-50.000000	48.298966
0.526666	-50.000000	46.183458
0.533333	-50.000000	43.045966
0.540000	-50.000000	39.162426
0.546666	-50.000000	34.941632
0.553333	-50.000000	30.393806
0.560000	-50.000000	25.590480
0.566666	-50.000000	20.930232
0.573333	-50.000000	16.157567
0.580000	-50.000000	11.599518
0.586666	-50.000000	7.429823
0.593333	-50.000000	3.392987
0.600000	-50.000000	-0.572311
0.606666	-50.000000	-4.067496
0.613333	-50.000000	-7.450264
0.620000	-50.000000	-10.649073
0.626666	-50.000000	-13.510629
0.633333	-50.000000	-16.188226
0.640000	-50.000000	-18.681869
0.646666	-50.000000	-20.889353
0.653333	-50.000000	-22.933321
0.660000	-50.000000	-24.803552
0.666666	-50.000000	-26.459166
0.673333	-50.000000	-27.930822
0.680000	-50.000000	-29.300282
0.686666	-50.000000	-30.506224
0.693333	-50.000000	-31.742823
0.700000	-50.000000	-32.979425
0.706666	-50.000000	-34.134267
0.713333	-50.000000	-35.207351
0.719999	-50.000000	-36.116913
0.726666	-50.000000	-36.852743
0.733333	-50.000000	-37.568134
0.739999	-50.000000	-38.303960
0.746666	-50.000000	-39.019351
0.753333	-50.000000	-39.714299
0.759999	-50.000000	-40.460347
0.766666	-50.000000	-41.063319
0.773333	-50.000000	-41.686728
0.779999	-50.000000	-42.279479
0.786666	-50.000000	-42.831351
0.793333	-50.000000	-43.352563
0.799999	-50.000000	-43.843114
0.806666	-50.000000	-44.292786
0.813333	-50.000000	-44.711801
0.819999	-50.000000	-45.110374
0.826666	-50.000000	-45.468067
0.833333	-50.000000	-45.805325
0.839999	-50.000000	-46.111918
0.846666	-50.000000	-46.387855
0.853333	-50.000000	-46.653570
0.859999	-50.000000	-46.888627
0.866666	-50.000000	-47.103242
0.873333	-50.000000	-47.297421
0.879999	-50.000000	-47.471157
0.886666	-50.000000	-47.624454
0.893333	-50.000000	-47.757314
0.899999	-50.000000	-47.879951
0.906666	-50.000000	-47.992369
0.913333	-50.000000	-48.094569
0.919999	-50.000000	-48.186547
0.926666	-50.000000	-48.268305
0.933333	-50.000000	-48.339844
0.939999	-50.000000	-48.401162
0.946666	-50.000000	-48.462480
0.953333	-50.000000	-48.513580
0.959999	-50.000000	-48.564680
0.966666	-50.000000	-48.605559
0.973333	-50.000000	-48.625998
0.979999	-50.000000	-48.646438
0.986666	-50.000000	-48.656659
0.993333	-50.000000	-48.666877
0.999999	-50.000000	-48.666877
1.006666	-50.000000	-48.677098
1.013333	-50.000000	-48.677098
1.019999	50.000000	-48.677098
1.026666	50.000000	-47.920829
1.033333	50.000000	-45.887082
1.039999	50.000000	-42.872230
1.046666	50.000000	-39.285066
1.053333	50.000000	-35.166469
1.059999	50.000000	-30.649299
1.066666	50.000000	-26.019713
1.073333	50.000000	-21.185729
1.079999	50.000000	-16.259766
1.086666	50.000000	-11.630178
1.093333	50.000000	-7.082349
1.099999	50.000000	-2.698038
1.106666	50.000000	2.391443
1.113333	50.000000	6.264762
1.119999	50.000000	9.954124
1.126666	50.000000	13.265353
1.133332	50.000000	16.382403
1.139999	50.000000	19.305279
1.146666	50.000000	21.911337
1.153332	50.000000	24.333439
1.159999	50.000000	26.581804
1.166666	50.000000	28.574674
1.173332	50.000000	30.424463
1.179999	50.000000	32.120959
1.186666	50.000000	33.613055
1.193332	50.000000	34.982511
1.199999	50.000000	36.229335
1.206666	50.000000	37.333076
1.213332	50.000000	38.334621
1.219999	50.000000	39.264627
1.226666	50.000000	40.082214
1.233332	50.000000	40.818040
1.239999	50.000000	41.512992
1.246666	50.000000	42.105743
1.253332	50.000000	42.657612
1.259999	50.000000	43.168606
1.266666	50.000000	43.608057
1.273332	50.000000	44.016850
1.279999	50.000000	44.384765
1.286666	50.000000	44.711801
1.293332	50.000000	45.008177
1.299999	50.000000	45.263670
1.306666	50.000000	45.488510
1.313332	50.000000	45.703125
1.319999	50.000000	45.887082
1.326666	50.000000	46.050600
1.333332	50.000000	46.285655
1.339999	50.000000	46.633130
1.346666	50.000000	47.021485
1.353332	50.000000	47.328078
1.359999	50.000000	47.552918
1.366666	50.000000	47.726654
1.373332	50.000000	47.859511
1.379999	50.000000	47.951490
1.386666	50.000000	48.023029
1.393332	50.000000	48.074129
1.399999	50.000000	48.115008
1.406666	50.000000	48.237644
1.413332	50.000000	48.472702
1.419999	50.000000	48.758856
1.426666	50.000000	48.973474
1.433332	50.000000	49.116553
1.439999	50.000000	49.188089
1.446666	50.000000	49.228971
1.453332	50.000000	49.228971
1.459999	50.000000	49.228971
1.466666	50.000000	49.228971
1.473332	50.000000	49.228971
1.479999	50.000000	49.228971
1.486665	50.000000	49.228971
1.493332	50.000000	49.228971
1.499999	50.000000	49.228971
1.506665	50.000000	49.228971
1.513332	50.000000	49.228971
1.519999	-50.000000	49.228971
1.526665	-50.000000	48.442041
1.533332	-50.000000	46.295876
1.539999	-50.000000	43.127727
1.546665	-50.000000	39.366823
1.553332	-50.000000	35.115372
1.559999	-50.000000	30.475563
1.566665	-50.000000	25.856195
1.573332	-50.000000	21.124409
1.579999	-50.000000	16.382403
1.586665	-50.000000	11.957213
1.593332	-50.000000	7.664880
1.599999	-50.000000	3.515625
1.606665	-50.000000	-1.308139
1.613332	-50.000000	-4.946403
1.619999	-50.000000	-8.390489
1.626665	-50.000000	-11.487100
1.633332	-50.000000	-14.389535
1.639999	-50.000000	-17.108012
1.646665	-50.000000	-19.509676
1.653332	-50.000000	-21.727380
1.659999	-50.000000	-23.771348
1.666665	-50.000000	-25.559820
1.673332	-50.000000	-27.194994
1.679999	-50.000000	-28.656431
1.686665	-50.000000	-29.923691
1.693332	-50.000000	-31.068314
